Section,SetId,EffectiveTime,Version,Abbreviation,Long Form,,,
clinicalPharmacology,50a58159-9572-4445-9859-b392632597da,12/8/2011,6,PRA,plasma renin activity,,,
clinicalPharmacology,12016940-1156-44ce-b18d-eee811267eea,3/14/2012,2,DRSP,Daily Record of Severity of Problems,,,
clinicalPharmacology,12016940-1156-44ce-b18d-eee811267eea,3/14/2012,2,CGI-S,Clinical Global Impression Severity of Illness,,,
clinicalPharmacology,BCC2D379-83D6-4B10-BA7F-729AE87FE57E,2/7/2007,1,AMS,acute mountain sickness,,,
clinicalPharmacology,71139e30-10c8-4474-b7a3-b575c3fd32f9,3/23/2011,4,GI,gastrointestinal,,,
clinicalPharmacology,71139e30-10c8-4474-b7a3-b575c3fd32f9,3/23/2011,4,rT3,reverse T3,,,
clinicalPharmacology,71139e30-10c8-4474-b7a3-b575c3fd32f9,3/23/2011,4,TBPA,thyroxine-binding  prealbumin,,,
clinicalPharmacology,71139e30-10c8-4474-b7a3-b575c3fd32f9,3/23/2011,4,TBG,thyroxine-binding globulin,,,
clinicalPharmacology,92123CFA-5BD5-4554-8D5D-B877D5CB9C02,6/19/2007,1,CNS,central nervous system,,,
clinicalPharmacology,fe8b7729-d870-4e61-a5a4-91e28bdd5a94,12/8/2010,1,HTM,Haemophilus Test Medium,,,
clinicalPharmacology,fe8b7729-d870-4e61-a5a4-91e28bdd5a94,12/8/2010,1,MICs,minimal inhibitory  concentrations,,,
clinicalPharmacology,fe8b7729-d870-4e61-a5a4-91e28bdd5a94,12/8/2010,1,MIC,minimum inhibitory concentrations,,,
clinicalPharmacology,1893ed5d-eddc-49ea-94d0-b839e0b1bfc9,1/23/2012,4,GERD,Gastroesophageal Reflux Disease,,,
clinicalPharmacology,6339395b-0125-4b18-8743-894e8a97f11b,11/24/2010,6,PD,pocket depth,,,
clinicalPharmacology,6339395b-0125-4b18-8743-894e8a97f11b,11/24/2010,6,SRP,scaling and root planing,,,
clinicalPharmacology,6339395b-0125-4b18-8743-894e8a97f11b,11/24/2010,6,BOP,bleeding-on-probing,,,
clinicalPharmacology,6339395b-0125-4b18-8743-894e8a97f11b,11/24/2010,6,ALv,attachment level,,,
clinicalPharmacology,8d53dc31-a51f-4326-a6cd-5aa6aebda3ed,5/22/2012,1,MICs,minimum inhibitory concentrations,,,
clinicalPharmacology,A1A8067E-2C0A-4161-A299-1DF7C9C8D84C,11/29/2007,2,ACE,angiotensin-coverting enzyme,,,
clinicalPharmacology,1d27873f-b29b-4873-954b-bf50544981e7,12/14/2011,6,EDRF,endothelium-derived relaxing factor,,,
clinicalPharmacology,1d27873f-b29b-4873-954b-bf50544981e7,12/14/2011,6,ADP,adenosine diphosphate,,,
clinicalPharmacology,1d27873f-b29b-4873-954b-bf50544981e7,12/14/2011,6,PDE,phosphodiesterase,,,
clinicalPharmacology,1d27873f-b29b-4873-954b-bf50544981e7,12/14/2011,6,PAF,platelet activating factor,,,
clinicalPharmacology,1d27873f-b29b-4873-954b-bf50544981e7,12/14/2011,6,cGMP-PDE,cyclic-3',5'-guanosine monophosphate-PDE,,
clinicalPharmacology,1d27873f-b29b-4873-954b-bf50544981e7,12/14/2011,6,cAMP,cyclic-3',5'-adenosine monophosphate,,
clinicalPharmacology,2e899f4a-a2e9-445c-a0ed-6ad811e997e6,2/22/2012,1,MAC,Mycobacterium avium complex,,,
clinicalPharmacology,2e899f4a-a2e9-445c-a0ed-6ad811e997e6,2/22/2012,1,MICs,minimum inhibitory concentrations,,,
clinicalPharmacology,2e899f4a-a2e9-445c-a0ed-6ad811e997e6,2/22/2012,1,MIC,minimum inhibitory concentration,,,
clinicalPharmacology,5d0b334f-6bd7-48b7-989a-c1ec8696026d,6/8/2011,1,CYP1A2,cytochrome P450 1A2,,,
clinicalPharmacology,5d0b334f-6bd7-48b7-989a-c1ec8696026d,6/8/2011,1,AUC,Area Under Curve,,,
clinicalPharmacology,a086ead1-b906-4198-af19-5423957c9e2a,2/7/2011,1,HPA,hypothalamic-pituitary-adrenal,,,
clinicalPharmacology,c4582bdf-5eda-438c-98b4-0517500501e8,11/21/2011,10,D2,dopamine Type 2,,,
clinicalPharmacology,f65ec19d-b90e-452e-b761-c68b1cf2c892,6/11/2012,8,e.g.,enzyme-inducing AED,,,
clinicalPharmacology,f65ec19d-b90e-452e-b761-c68b1cf2c892,6/11/2012,8,NMDA,N-methyl-D-aspartate,,,
clinicalPharmacology,f65ec19d-b90e-452e-b761-c68b1cf2c892,6/11/2012,8,GABA,gamma-aminobutyric acid,,,
clinicalPharmacology,34c0b734-98ca-4aec-965f-e55edd3317f3,8/6/2010,2,HDRS,Hamilton Depression Rating Scale,,,
clinicalPharmacology,34c0b734-98ca-4aec-965f-e55edd3317f3,8/6/2010,2,MADRS,Montgomery and Asberg Depression Rating Scale,,,
clinicalPharmacology,041ae7f6-7e42-4803-a015-f3bfcce277ba,6/9/2011,4,CYP3A4,cytochrome P450 3A4,,,
clinicalPharmacology,42033007-1d59-4b83-9908-7b66f5519a14,11/7/2011,4,MICs,minimal inhibitory concentrations,,,
clinicalPharmacology,5a09ce48-7139-4fc7-9b6e-439459c8e866,9/7/2011,6,MICs,minimum inhibitory concentrations,,,
clinicalPharmacology,5a09ce48-7139-4fc7-9b6e-439459c8e866,9/7/2011,6,MIC,minimum inhibitory concentration,,,
clinicalPharmacology,5a09ce48-7139-4fc7-9b6e-439459c8e866,9/7/2011,6,CgA,Chromogranin A,,,
clinicalPharmacology,5a09ce48-7139-4fc7-9b6e-439459c8e866,9/7/2011,6,ECL,Enterochromaffin-like,,,
clinicalPharmacology,5a09ce48-7139-4fc7-9b6e-439459c8e866,9/7/2011,6,CYP,cytochrome P450,,,
clinicalPharmacology,8357fbc6-9a5b-4d06-bb99-0bc21ddbdc7d,12/7/2010,135,HGPRTase,hypoxanthine-guanine phosphoribosyltransferase,,,
clinicalPharmacology,686cd696-0011-47b2-b342-142c20169ac6,11/7/2008,1,broth,be interpreted according to the following criteria.2,,,
clinicalPharmacology,19e1d930-20b3-81e3-0c6d-3e4979460444,4/21/1987,1,i.e.,its active metabolites,,,
clinicalPharmacology,6118E185-5226-4676-1DBC-42554FD53D50,6/3/2008,2,DOPA,dihydroxyphenylalanine,,,
clinicalPharmacology,dac26bcd-7a59-401f-9f66-a0649767cece,7/6/2011,2,NSAIDs,Non-Steroidal Anti-Inflammatory Drugs,,,
clinicalPharmacology,dac26bcd-7a59-401f-9f66-a0649767cece,7/6/2011,2,NNRTIs,Non-Nucleoside Reverse Transcriptase Inhibitors,,,
clinicalPharmacology,578a6b9f-a77a-4619-8d13-7810f30fa04b,3/1/2012,2,MICs,minimum inhibitory concentrations,,,
clinicalPharmacology,ba0f2532-b1ab-48c1-8476-aaae04ee98aa,6/7/2011,3,MICs,minimum inhibitory concentrations,,,
clinicalPharmacology,ba0f2532-b1ab-48c1-8476-aaae04ee98aa,6/7/2011,3,CSF,cerebrospinal fluid,,,
clinicalPharmacology,2e1f1640-c6ff-456f-8bec-ec3251065f46,1/3/2011,1,ISH,isolated systolic hypertension,,,
clinicalPharmacology,2e1f1640-c6ff-456f-8bec-ec3251065f46,1/3/2011,1,SiDBP,sitting diastolic blood pressure,,,
clinicalPharmacology,2e1f1640-c6ff-456f-8bec-ec3251065f46,1/3/2011,1,DBP,diastolic blood pressure,,,
clinicalPharmacology,2e1f1640-c6ff-456f-8bec-ec3251065f46,1/3/2011,1,ITT,intention-to-treat,,,
clinicalPharmacology,2e1f1640-c6ff-456f-8bec-ec3251065f46,1/3/2011,1,CVD,cardiovascular disease,,,
clinicalPharmacology,2e1f1640-c6ff-456f-8bec-ec3251065f46,1/3/2011,1,SBP,systolic blood pressure,,,
clinicalPharmacology,2e1f1640-c6ff-456f-8bec-ec3251065f46,1/3/2011,1,LIFE,Losartan Intervention For Endpoint reduction in hypertension,,,
clinicalPharmacology,36ec4df9-298d-4b15-9386-7848d217a46c,1/14/2010,2,MPA,medroxyprogesterone acetate,,,
clinicalPharmacology,36ec4df9-298d-4b15-9386-7848d217a46c,1/14/2010,2,MPA,MEDROXYPROGESTERONE ACETATE,,,
clinicalPharmacology,36ec4df9-298d-4b15-9386-7848d217a46c,1/14/2010,2,SHBG,sex hormone?binding globulin,,,
clinicalPharmacology,36ec4df9-298d-4b15-9386-7848d217a46c,1/14/2010,2,FSH,follicle stimulating hormone,,,
clinicalPharmacology,36ec4df9-298d-4b15-9386-7848d217a46c,1/14/2010,2,LH,luteinizing hormone,,,
clinicalPharmacology,ceccf36f-d165-4c2f-bed6-07ff1f5a70bc,2/22/2011,2,MAO,monoamine oxidase,,,
clinicalPharmacology,ceccf36f-d165-4c2f-bed6-07ff1f5a70bc,2/22/2011,2,CAD,coronary artery disease,,,
clinicalPharmacology,ADF16E64-345F-469A-B987-3FBDD17E0AC2,3/31/2007,1,RSV,respiratory syncytial virus,,,
clinicalPharmacology,cb4f1002-9372-4fac-aea3-99142f93dd37,10/30/2009,1,CFCs,chlorofluorocarbons,,,
clinicalPharmacology,cb4f1002-9372-4fac-aea3-99142f93dd37,10/30/2009,1,Tmax,to maximum plasma concentration,,,
clinicalPharmacology,5200ae31-8a79-45f9-84fc-98f8448483a7,12/21/2011,2,MICs,minimum inhibitory concentrations,,,
clinicalPharmacology,5200ae31-8a79-45f9-84fc-98f8448483a7,12/21/2011,2,MEF,middle ear fluid,,,
clinicalPharmacology,a6e402d9-623d-444d-94f0-21f4977d3d40,12/20/2010,3,GER,gastroesophageal reflux,,,
clinicalPharmacology,a6e402d9-623d-444d-94f0-21f4977d3d40,12/20/2010,3,mean age,minutes to 9 pediatric cancer patients receiving chemotherapy,,,
clinicalPharmacology,fbcb5056-910c-42b5-9328-bb5a67b8c5c9,11/14/2011,2,LDL,low density lipoprotein,,,
clinicalPharmacology,fbcb5056-910c-42b5-9328-bb5a67b8c5c9,11/14/2011,2,VLDL,very low density lipoprotein,,,
clinicalPharmacology,fbcb5056-910c-42b5-9328-bb5a67b8c5c9,11/14/2011,2,TG,triglyceride,,,
clinicalPharmacology,7d5cb52e-37dd-4dfa-a6f4-09f9548846c6,7/18/2012,4,i.e.,improvement,,,
clinicalPharmacology,f3bc8ede-13a3-4119-a47a-8234c80bbc05,3/29/2010,1,1-PP,1-pyrimidinylpiperazine,,,
clinicalPharmacology,efd1106b-d369-4651-b703-b0985ce93b79,12/22/2011,3,NET,norethindrone,,,
clinicalPharmacology,efd1106b-d369-4651-b703-b0985ce93b79,12/22/2011,3,HCTZ,hydrochlorothiazide,,,
clinicalPharmacology,efd1106b-d369-4651-b703-b0985ce93b79,12/22/2011,3,EE,ethinyl estradiol,,,
clinicalPharmacology,b40932cc-7867-4c87-8a82-402e95b3a1fc,3/27/2007,1,MIC,minimum inhibitory concentration,,,
clinicalPharmacology,ce3ef5cf-3087-4d92-9d94-9eb8287228db,11/30/2011,18,CLSI,Clinical Laboratory and Standards Institute,,,
clinicalPharmacology,ce3ef5cf-3087-4d92-9d94-9eb8287228db,11/30/2011,18,broth,based on a microdilution method,,,
clinicalPharmacology,ce3ef5cf-3087-4d92-9d94-9eb8287228db,11/30/2011,18,NSAIDs,Non-Steroidal Anti-Inflammatory Drugs,,,
clinicalPharmacology,ce3ef5cf-3087-4d92-9d94-9eb8287228db,11/30/2011,18,MICs,minimum inhibitory concentrations,,,
clinicalPharmacology,ce3ef5cf-3087-4d92-9d94-9eb8287228db,11/30/2011,18,Inhibitors,inhibitors,,,
clinicalPharmacology,ce3ef5cf-3087-4d92-9d94-9eb8287228db,11/30/2011,18,MICs,minimal inhibitory concentrations,,,
clinicalPharmacology,ce3ef5cf-3087-4d92-9d94-9eb8287228db,11/30/2011,18,NNRTIs,Non-Nucleoside Reverse Transcriptase Inhibitors,,,
clinicalPharmacology,63777889-d306-4fc3-88da-b24859040ef4,6/21/2010,3,MICs,minimum inhibitory concentrations,,,
clinicalPharmacology,18b22092-605b-4ae7-8bc8-7f213d7d02eb,6/6/2011,1,MICs,minimum inhibitory concentrations,,,
clinicalPharmacology,18b22092-605b-4ae7-8bc8-7f213d7d02eb,6/6/2011,1,MIC,minimum inhibitory concentration,,,
clinicalPharmacology,18b22092-605b-4ae7-8bc8-7f213d7d02eb,6/6/2011,1,ECL,Enterochromaffin-Like,,,
clinicalPharmacology,18b22092-605b-4ae7-8bc8-7f213d7d02eb,6/6/2011,1,CYP,cytochrome P450,,,
clinicalPharmacology,92201fb1-4570-42db-8da3-3b8c0e291d32,3/1/2012,16,MICs,minimum inhibitory concentrations,,,
clinicalPharmacology,92201fb1-4570-42db-8da3-3b8c0e291d32,3/1/2012,16,MIC,minimum inhibitory concentration,,,
clinicalPharmacology,92201fb1-4570-42db-8da3-3b8c0e291d32,3/1/2012,16,CgA,Chromogranin A,,,
clinicalPharmacology,92201fb1-4570-42db-8da3-3b8c0e291d32,3/1/2012,16,ECL,Enterochromaffin-like,,,
clinicalPharmacology,92201fb1-4570-42db-8da3-3b8c0e291d32,3/1/2012,16,CYP,cytochrome P450,,,
clinicalPharmacology,d267425d-4e5f-4e7a-a27e-fe8814f0e225,8/1/2011,9,IV,intravenous,,,
clinicalPharmacology,62A71C8C-D92D-4122-848F-9AE35F8BBE2B,12/1/2006,1,ESVEM,[Electrophysiologic Study Versus Electrocardiographic Monitoring,,,
clinicalPharmacology,62A71C8C-D92D-4122-848F-9AE35F8BBE2B,12/1/2006,1,PES,programmed electrical stimulation,,,
clinicalPharmacology,62A71C8C-D92D-4122-848F-9AE35F8BBE2B,12/1/2006,1,NSVT,non-sustained ventricular tachycardia,,,
clinicalPharmacology,b5603084-dda6-4147-9d88-3818877b5f62,8/11/2011,1,GERD,Gastroesophageal Reflux Disease,,,
clinicalPharmacology,b5603084-dda6-4147-9d88-3818877b5f62,8/11/2011,1,IV,intravenous,,,
clinicalPharmacology,b7e2af06-1fe4-4b45-ae5d-bc6279ca47f3,6/6/2012,1,DEA,N-desethylamiodarone,,,
clinicalPharmacology,b7e2af06-1fe4-4b45-ae5d-bc6279ca47f3,6/6/2012,1,VT,ventricular tachycardia,,,
clinicalPharmacology,b7e2af06-1fe4-4b45-ae5d-bc6279ca47f3,6/6/2012,1,SCL,sinus cycle length,,,
clinicalPharmacology,ab4a4e86-bc2b-42d5-bc47-1a73f872217b,7/21/2011,2,CTZ,chemoreceptor trigger zone,,,
clinicalPharmacology,ab4a4e86-bc2b-42d5-bc47-1a73f872217b,7/21/2011,2,ADH,antidiuretic hormone,,,
clinicalPharmacology,7813e1fc-0081-0e69-136e-a7c7dc4ed589,7/15/2010,7,MRI,magnetic resonance imaging,,,
clinicalPharmacology,53eb28f5-41c5-4470-8878-1c5085c27166,12/3/2010,1,MIC,minimum inhibitory concentration,,,
clinicalPharmacology,cffcb7cd-1459-4293-8b22-81b077b0f4df,9/26/2008,1,V/F,volume of distribution,,,
clinicalPharmacology,82598cb3-a0eb-4ff2-8b8d-d8da96c25388,11/17/2011,3,RT,reverse transcriptase,,,
clinicalPharmacology,82598cb3-a0eb-4ff2-8b8d-d8da96c25388,11/17/2011,3,NNRTI,non-nucleoside reverse transcriptase inhibitor,,,
clinicalPharmacology,454f2f4c-5bdd-4aff-b49e-792962dd1a94,7/19/2011,1,NMDA,N-methyl-D-aspartate,,,
clinicalPharmacology,1ec1a441-218a-4c80-a0cb-69bcc327f472,10/18/2011,5,BIS,Behavior and Ideation Scale,,,
clinicalPharmacology,1ec1a441-218a-4c80-a0cb-69bcc327f472,10/18/2011,5,CPS,complex partial seizures,,,
clinicalPharmacology,1ec1a441-218a-4c80-a0cb-69bcc327f472,10/18/2011,5,AED,antiepilepsy drug,,,
clinicalPharmacology,1ec1a441-218a-4c80-a0cb-69bcc327f472,10/18/2011,5,MSS,Manic Syndrome Scale,,,
clinicalPharmacology,1ec1a441-218a-4c80-a0cb-69bcc327f472,10/18/2011,5,i.e.,improvement,,,
clinicalPharmacology,1ec1a441-218a-4c80-a0cb-69bcc327f472,10/18/2011,5,TID,three divided doses,,,
clinicalPharmacology,1ec1a441-218a-4c80-a0cb-69bcc327f472,10/18/2011,5,MRS,Manic Rating Scale,,,
clinicalPharmacology,de55c133-eb08-4a35-91a2-5dc093027397,7/5/2011,1,GER,gastroesophageal reflux,,,
clinicalPharmacology,de55c133-eb08-4a35-91a2-5dc093027397,7/5/2011,1,mean age,minutes to 9 pediatric cancer patients receiving chemotherapy,,,
clinicalPharmacology,3e43d8e1-94be-476f-a521-065bee4b02ea,7/30/2010,4,IV,intravenous,,,
clinicalPharmacology,DBAE4496-6D22-48B0-A100-70F686D7C0BD,1/28/2009,3,PT,prothrombin time,,,
clinicalPharmacology,DBAE4496-6D22-48B0-A100-70F686D7C0BD,1/28/2009,3,FPG,fasting plasma glucose,,,
clinicalPharmacology,DBAE4496-6D22-48B0-A100-70F686D7C0BD,1/28/2009,3,CL,clearance,,,
clinicalPharmacology,DBAE4496-6D22-48B0-A100-70F686D7C0BD,1/28/2009,3,Vd,volume of distribution,,,
clinicalPharmacology,DBAE4496-6D22-48B0-A100-70F686D7C0BD,1/28/2009,3,IV,intravenous,,,
clinicalPharmacology,DBAE4496-6D22-48B0-A100-70F686D7C0BD,1/28/2009,3,AUC,area under the curve,,,
clinicalPharmacology,DBAE4496-6D22-48B0-A100-70F686D7C0BD,1/28/2009,3,FBG,fasting blood glucose,,,
clinicalPharmacology,ea326682-b06d-41e8-b457-85e39ee51034,5/28/2010,1,WHIMS,Women's Health Initiative Memory Study,,,
clinicalPharmacology,ea326682-b06d-41e8-b457-85e39ee51034,5/28/2010,1,CE/MPA,conjugated estrogens plus 2.5 mg medroxyprogesterone acetate,,,
clinicalPharmacology,0DD5FD1C-AB03-4860-87D6-4A95DF6E7B7A,5/11/2006,1,that is,the renin-angiotensin system,,,
clinicalPharmacology,0DD5FD1C-AB03-4860-87D6-4A95DF6E7B7A,5/11/2006,1,ACE,angiotensin-converting enzyme,,,
clinicalPharmacology,c07b1c7a-510c-48cd-8eda-42397c41f893,11/29/2011,4,MICs,minimum inhibitory concentrations,,,
clinicalPharmacology,c07b1c7a-510c-48cd-8eda-42397c41f893,11/29/2011,4,MIC,minimum inhibitory concentration,,,
clinicalPharmacology,c07b1c7a-510c-48cd-8eda-42397c41f893,11/29/2011,4,ECL,Enterochromaffin-like,,,
clinicalPharmacology,c07b1c7a-510c-48cd-8eda-42397c41f893,11/29/2011,4,CYP,cytochrome P450,,,
clinicalPharmacology,0ff1ba75-3c86-4baf-a6b1-1bb883839866,7/24/2012,6,V/F,volume of distribution,,,
clinicalPharmacology,0ff1ba75-3c86-4baf-a6b1-1bb883839866,7/24/2012,6,HbA1c,hemoglobin A1c,,,
clinicalPharmacology,0ff1ba75-3c86-4baf-a6b1-1bb883839866,7/24/2012,6,PPG,postprandial plasma glucose,,,
clinicalPharmacology,2d821387-4b4f-4fe3-825e-750f49755baf,12/28/2010,1,CYP 2D6,cytochrome P450 2D6,,,
clinicalPharmacology,A37E08C3-92CB-4BFB-901F-219C6CDCFFE2,4/7/2006,1,DNA,deoxyribonucleic acid,,,
clinicalPharmacology,194cd14a-d952-4507-91be-3f1d5371d3b8,11/18/2009,2,LDL,low density lipoprotein,,,
clinicalPharmacology,194cd14a-d952-4507-91be-3f1d5371d3b8,11/18/2009,2,VLDL,very low density lipoprotein,,,
clinicalPharmacology,194cd14a-d952-4507-91be-3f1d5371d3b8,11/18/2009,2,TG,triglyceride,,,
clinicalPharmacology,8d24d1ab-8701-42c1-9537-81526b7adf7a,11/24/2010,107,LES,lower esophageal sphincter,,,
clinicalPharmacology,fcf0b0fa-bb2c-4f2c-aa9f-1f2da65d8343,3/10/2011,6,Vd?,volume of distribution,,,
clinicalPharmacology,15A945E1-6B94-4D11-858F-604E7A2EB109,10/3/2007,5,HDRS,Hamilton Depression Rating Scale,,,
clinicalPharmacology,15A945E1-6B94-4D11-858F-604E7A2EB109,10/3/2007,5,MADRS,Montgomery and Asberg Depression Rating Scale,,,
clinicalPharmacology,5837e9d4-54fa-4bae-a0ff-75f45def36f8,8/3/2007,1,eg,emergency                                                   setting,,,
clinicalPharmacology,449ddc89-6dff-4e3e-a480-66b68389c73d,7/14/2011,1,HTM,Haemophilus Test Medium,,,
clinicalPharmacology,449ddc89-6dff-4e3e-a480-66b68389c73d,7/14/2011,1,CAPD,continuous ambulatory peritoneal dialysis,,,
clinicalPharmacology,449ddc89-6dff-4e3e-a480-66b68389c73d,7/14/2011,1,QRDRs,Quinolone-  Resistance Determining Regions,,,
clinicalPharmacology,780f5a28-9b5c-4b5f-958e-d1a07f1ba2ec,3/29/2012,1,IV,intravenous,,,
clinicalPharmacology,1f0fa7d6-9309-4cf6-b842-3924ec8aebe7,12/6/2011,3320,ODV,O-desmethylvenlafaxine,,,
clinicalPharmacology,a8ba3ed0-7047-400e-8037-ebc058024637,2/25/2011,2,SREs,skeletal-related events,,,
clinicalPharmacology,a8ba3ed0-7047-400e-8037-ebc058024637,2/25/2011,2,SAP,serum alkaline phosphatase,,,
clinicalPharmacology,e092f3ca-bf44-4568-a72c-3fb2cf5b192b,7/2/2012,5,TBPS,t-butyl-bicyclophosphorothionate,,,
clinicalPharmacology,e092f3ca-bf44-4568-a72c-3fb2cf5b192b,7/2/2012,5,IV,intravenous,,,
clinicalPharmacology,e092f3ca-bf44-4568-a72c-3fb2cf5b192b,7/2/2012,5,GABA-BZ,gamma-aminobutyric acid-benzodiazepine,,,
clinicalPharmacology,e092f3ca-bf44-4568-a72c-3fb2cf5b192b,7/2/2012,5,TSO,to sleep onset,,,
clinicalPharmacology,e092f3ca-bf44-4568-a72c-3fb2cf5b192b,7/2/2012,5,CYP,cytochrome P450,,,
clinicalPharmacology,e092f3ca-bf44-4568-a72c-3fb2cf5b192b,7/2/2012,5,i.e.,its active metabolites,,,
clinicalPharmacology,e092f3ca-bf44-4568-a72c-3fb2cf5b192b,7/2/2012,5,LPS,latency to persistent sleep,,,
clinicalPharmacology,dfe97a3d-247d-4dda-a641-1a95196cd8d8,1/22/2010,1,M6G,morphine-6-glucuronide,,,
clinicalPharmacology,dfe97a3d-247d-4dda-a641-1a95196cd8d8,1/22/2010,1,M3G,morphine-3-glucuronide,,,
clinicalPharmacology,434511bb-ebf9-4e25-9ef8-90e4c6786361,10/2/2008,1,CYP3A4,cytochrome P450 3A4,,,
clinicalPharmacology,434511bb-ebf9-4e25-9ef8-90e4c6786361,10/2/2008,1,CE/MPA,conjugated estrogens plus 2.5 mg medroxyprogesterone acetate,,,
clinicalPharmacology,434511bb-ebf9-4e25-9ef8-90e4c6786361,10/2/2008,1,WHIMS,Women’s Health Initiative Memory Study,,,
clinicalPharmacology,434511bb-ebf9-4e25-9ef8-90e4c6786361,10/2/2008,1,SHBG,sex hormone binding globulin,,,
clinicalPharmacology,1a5ce8d6-92d6-4f78-80b4-cf9a11e147ed,6/22/2010,2,GI,gastrointestinal,,,
clinicalPharmacology,1a5ce8d6-92d6-4f78-80b4-cf9a11e147ed,6/22/2010,2,AUC,and bioequivalence,,,
clinicalPharmacology,11b56661-6657-4a83-93a3-7cb481d946f7,6/27/2012,3,MCVE,major cardiovascular events,,,
clinicalPharmacology,11b56661-6657-4a83-93a3-7cb481d946f7,6/27/2012,3,DBP,diastolic blood pressure,,,
clinicalPharmacology,11b56661-6657-4a83-93a3-7cb481d946f7,6/27/2012,3,TNT,to New Targets Study,,,
clinicalPharmacology,11b56661-6657-4a83-93a3-7cb481d946f7,6/27/2012,3,CVD,cardiovascular disease,,,
clinicalPharmacology,11b56661-6657-4a83-93a3-7cb481d946f7,6/27/2012,3,SBP,systolic blood pressure,,,
clinicalPharmacology,11b56661-6657-4a83-93a3-7cb481d946f7,6/27/2012,3,IDEAL,Incremental Decrease in Endpoints Through Aggressive Lipid Lowering Study,,,
clinicalPharmacology,11b56661-6657-4a83-93a3-7cb481d946f7,6/27/2012,3,min,median,,,
clinicalPharmacology,11b56661-6657-4a83-93a3-7cb481d946f7,6/27/2012,3,CARDS,Collaborative Atorvastatin Diabetes Study,,,
clinicalPharmacology,c4936878-1643-4e7f-9b0d-e4957935aef2,1/18/2011,2,CE/MPA,conjugated estrogens plus 2.5 mg medroxyprogesterone acetate,,,
clinicalPharmacology,c4936878-1643-4e7f-9b0d-e4957935aef2,1/18/2011,2,WHIMS,Women’s Health Initiative Memory Study,,,
clinicalPharmacology,7f243027-7047-47c4-8b66-288c60ec2008,2/28/2012,2,CYP,cytochrome P450,,,
clinicalPharmacology,ee77db05-991c-4467-a299-5e79554c7f5d,7/24/2012,5,MAC,Mycobacterium avium complex,,,
clinicalPharmacology,ee77db05-991c-4467-a299-5e79554c7f5d,7/24/2012,5,bone,by examination of additional tissues and fluids,,,
clinicalPharmacology,ee77db05-991c-4467-a299-5e79554c7f5d,7/24/2012,5,MICs,minimal inhibitory concentrations,,,
clinicalPharmacology,6ad768fe-10ec-47d5-9f98-4e396bc6aedb,5/26/2011,1,MICs,minimum inhibitory concentrations,,,
clinicalPharmacology,6ad768fe-10ec-47d5-9f98-4e396bc6aedb,5/26/2011,1,NMP,N-methylpyrrolidine,,,
clinicalPharmacology,6ad768fe-10ec-47d5-9f98-4e396bc6aedb,5/26/2011,1,PBP,penicillin binding proteins,,,
clinicalPharmacology,6ad768fe-10ec-47d5-9f98-4e396bc6aedb,5/26/2011,1,IM,intramuscular,,,
clinicalPharmacology,5b6f93c9-43b2-40a9-9f10-054c1145b4cc,3/1/2011,1,NMDA,N-methyl-D-aspartate,,,
clinicalPharmacology,d5ab4f08-1d12-4c64-b3bf-e72c705aeca8,12/5/2011,2,logP,log partition coefficient,,,
clinicalPharmacology,2a0092d8-f782-45ec-b8a8-c72156bbd5d5,9/1/2011,1,CYP3A4,cytochrome P450 3A4 isoenzyme system,,,
clinicalPharmacology,23ff2d62-b5ff-4837-8b54-439a65609d90,1/12/2010,1,SSRI,selective  serotonin reuptake inhibitor,,,
clinicalPharmacology,23ff2d62-b5ff-4837-8b54-439a65609d90,1/12/2010,1,CNS,central nervous system,,,
clinicalPharmacology,23ff2d62-b5ff-4837-8b54-439a65609d90,1/12/2010,1,S-DDCT,S-didemethylcitalopram,,,
clinicalPharmacology,23ff2d62-b5ff-4837-8b54-439a65609d90,1/12/2010,1,S-DCT,S-demethylcitalopram,,,
clinicalPharmacology,bf5e6bcd-e935-40c2-870a-b097e7a2ef7f,1/19/2012,9,MIC,minimum inhibitory concentration,,,
clinicalPharmacology,9558e870-aa8b-4646-a701-1e9416c02f11,11/8/2011,1,GER,gastroesophageal reflux,,,
clinicalPharmacology,9558e870-aa8b-4646-a701-1e9416c02f11,11/8/2011,1,mean age,minutes to 9 pediatric cancer patients receiving chemotherapy,,,
clinicalPharmacology,44D8F56C-E1ED-4761-A138-CAC1027C1852,3/31/2007,2,V/F,volume of distribution,,,
clinicalPharmacology,44D8F56C-E1ED-4761-A138-CAC1027C1852,3/31/2007,2,HbA1c,hemoglobin A1c,,,
clinicalPharmacology,44D8F56C-E1ED-4761-A138-CAC1027C1852,3/31/2007,2,PPG,postprandial plasma glucose,,,
clinicalPharmacology,92bad7f3-c4e8-458c-8349-d2714e7d4f1f,12/2/2011,1,VLDL,very low-density lipoprotein,,,
clinicalPharmacology,92bad7f3-c4e8-458c-8349-d2714e7d4f1f,12/2/2011,1,TG,triglycerides,,,
clinicalPharmacology,c7bdf6cc-ef15-4ea8-a4a9-86f5434ebf09,4/21/2011,1,MICs,minimum inhibitory concentrations,,,
clinicalPharmacology,c7bdf6cc-ef15-4ea8-a4a9-86f5434ebf09,4/21/2011,1,SDD,Susceptible-Dose Dependent,,,
clinicalPharmacology,c6fa0c7b-eea6-48f0-9ae9-c19eb088b271,9/7/2011,3,NET,norethindrone,,,
